-0.5533194	0.5808579	0.3434664	0.3940358	-0.2385866	1.012886	-0.04182931	0.8806775	0.1041091	-0.2143958	-0.08458107	0.02173217	0.2148685	0.7768982	3.566502	-0.8547142	0.5337573	0.6481884	-0.2645373	0.07545679	-0.3389136	0.5776992	0.4563606	-0.287243	0.05437689	1.038498	0.04109126	0.5794108	-0.05221745	0.6211102	-1.163703	0.141978	0.07589458	-0.02783352	0.3529734	0.1117883	1.212209	-0.4176271	1.274079	2.003666
1.083746	-0.485211	0.5616372	0.4052504	0.04237395	-1.215795	0.2338826	0.09229194	0.2209592	-0.2197898	-0.2835094	-0.5068699	-0.4946542	-1.228428	-1.450153	-1.097633	-0.2512614	-0.6013507	-1.032616	0.07867596	-0.7577904	0.7153786	-1.047327	0.8861126	-1.857233	0.750029	0.08797398	-0.329175	0.3078692	0.4058954	0.3952317	-0.2927032	0.4779809	0.6844568	1.151198	0.1538648	-0.7430997	1.070069	-0.9886661	1.715687
-0.8160448	0.2942499	0.2250317	-0.4340948	-0.5229655	0.349479	-0.3172017	0.112868	-0.5508592	-0.4535716	0.216263	-0.6151813	0.04471629	0.5379455	1.113137	-1.296202	-0.3223049	-0.5679702	-0.8213141	-0.6852354	-1.247344	0.6738291	-0.5070216	-1.348608	1.553513	-0.4437467	-0.2058417	0.07560585	0.2044648	0.5055315	-0.9155425	-0.4497823	0.6868187	1.575375	0.2698055	-0.5272375	-1.071168	-0.485538	0.1091459	1.472332
-0.2712157	-0.4773529	-0.05822977	0.003082537	-0.7106298	-1.620039	0.1281207	-0.06069346	-0.6230395	-0.7680116	-0.2815541	0.2958911	0.5438709	-0.2148298	-0.7879166	-1.249688	-2.082485	-0.6560923	-0.4173946	-0.6645137	-1.528101	0.3449425	-0.6451348	-0.8784607	-0.918902	-0.6335722	-0.3437628	0.3399034	-0.6551281	-0.4433268	0.03997602	-1.027446	0.1914597	0.9891349	-0.3635174	-0.7966644	0.2529966	-0.216339	-0.1982258	1.364815
-1.295012	0.5581736	-0.8657288	0.2543573	-0.9558632	-1.857367	0.9166387	-0.7055689	-1.292555	-1.232918	1.025183	0.4368806	-0.1613425	0.3947137	1.50612	-0.2444734	-1.792859	-1.030658	0.2788119	-0.7574225	-0.9549186	-0.3186539	-0.6803767	-1.427918	-0.0531563	-0.8502021	-1.413096	-1.013716	-0.8257588	-0.8867463	0.9050014	-0.5934558	-0.9702207	0.6536887	-0.3147925	-1.306815	0.7617324	-1.336812	0.08798024	1.524309
-0.3179144	-0.6076126	-1.245354	-2.232988	-1.421036	0.9775699	1.048465	-0.937542	-1.262917	-1.626904	0.5258195	0.1744046	-0.9207734	-0.6695772	-1.121228	0.5888062	-1.059136	0.4055699	-0.5319584	-1.575217	0.2175165	-0.4214351	-0.4074366	-0.8967084	-0.4899838	-2.116376	-2.059964	0.6906714	-1.322358	-1.304405	1.093948	-1.896882	0.7883	0.3607903	-1.507103	-1.192602	-0.4786127	-0.2320667	-0.4416453	1.030025
-1.444871	-0.9985553	-0.8263052	-0.821329	-0.8038482	-2.076914	1.173862	-0.7917734	-1.333254	-2.004325	1.334854	-0.2142151	-1.470636	-1.316313	-0.7807171	2.639356	-1.682373	-0.5851763	0.3896341	-1.637217	0.393849	-0.5556306	-1.567149	-1.25514	-0.5459989	-1.532123	-2.482616	0.2883829	-1.764114	-1.008491	-0.6007992	-1.892914	1.437104	-0.06704706	-2.037439	-1.276655	-0.1199113	-0.7716551	-0.06229136	0.6992193
-0.665676	-0.8557336	-1.34801	-0.7307384	0.4833799	1.175314	1.508048	0.819302	-1.130009	-2.253144	2.050419	-0.2158999	-0.7521182	0.009252986	1.067039	0.4888944	-0.5680769	-0.4258698	0.159145	-2.228661	1.285983	-0.5915584	1.16283	-0.4730753	0.3321861	-0.7182994	-3.636176	-0.4009263	-1.289872	-0.8407496	1.020173	-1.986127	-0.1438862	0.5860423	-2.44341	-0.9901675	-0.05614471	-1.447278	2.081181	0.1082361
0.02235472	0.92647	-0.4045762	2.137718	-0.5596033	0.04246559	0.7097953	-0.8423582	-0.04714084	-2.156884	0.6241611	1.068746	1.569817	0.3945644	-0.3765465	0.8204321	-0.1052726	0.5900818	-0.1801841	-1.677846	1.713495	-0.3318129	-2.096041	-0.05969915	1.630227	-1.423202	-2.345109	0.2899048	0.1483843	0.3625052	1.088218	-1.633934	0.0815207	0.08486979	-1.981909	0.0128778	0.3927276	0.4231616	-0.7679053	0.04282949
-0.2791425	1.100166	0.009049658	1.516611	0.2695636	-1.690846	-0.5586761	-0.5448085	0.4437751	-1.93794	0.4190707	-0.2210927	0.6820111	1.852755	-0.450799	-0.8352142	-1.534805	0.03383025	0.7066305	-1.222106	1.742287	-0.5574901	-0.4379217	0.0517358	-0.5459942	-0.7197453	-1.404661	-0.5993626	0.3109666	0.4833101	0.1924502	-0.1531274	0.3841914	0.03113762	-2.271924	0.2995304	0.1123324	0.12744	-0.2228534	-0.03899165
