-0.5533194	0.5808579	0.3434664	0.3940358	-0.2385866	1.012886	-0.04182931	0.8806775	0.1041091	-0.2143958
1.083746	-0.485211	0.5616372	0.4052504	0.04237395	-1.215795	0.2338826	0.09229194	0.2209592	-0.2197898
-0.8160448	0.2942499	0.2250317	-0.4340948	-0.5229655	0.349479	-0.3172017	0.112868	-0.5508592	-0.4535716
-0.2712157	-0.4773529	-0.05822977	0.003082537	-0.7106298	-1.620039	0.1281207	-0.06069346	-0.6230395	-0.7680116
-1.295012	0.5581736	-0.8657288	0.2543573	-0.9558632	-1.857367	0.9166387	-0.7055689	-1.292555	-1.232918
-0.3179144	-0.6076126	-1.245354	-2.232988	-1.421036	0.9775699	1.048465	-0.937542	-1.262917	-1.626904
-1.444871	-0.9985553	-0.8263052	-0.821329	-0.8038482	-2.076914	1.173862	-0.7917734	-1.333254	-2.004325
-0.665676	-0.8557336	-1.34801	-0.7307384	0.4833799	1.175314	1.508048	0.819302	-1.130009	-2.253144
0.02235472	0.92647	-0.4045762	2.137718	-0.5596033	0.04246559	0.7097953	-0.8423582	-0.04714084	-2.156884
-0.2791425	1.100166	0.009049658	1.516611	0.2695636	-1.690846	-0.5586761	-0.5448085	0.4437751	-1.93794
-0.4515016	-0.5882926	-0.01212494	-0.6769227	-0.2735322	-2.221379	0.626288	-0.2436134	-0.1215934	-1.800988
-0.7764926	0.128313	-0.2829631	0.3565182	-0.6933516	1.019822	0.7096893	-0.4598254	-0.4780468	-1.787751
-0.3251487	1.033805	-0.1806698	2.085189	-0.524425	-0.3225705	-0.02938085	-0.6026662	-0.09325748	-1.672147
0.02191902	-2.841086	0.004350774	-3.423964	0.04560366	2.055887	1.325692	0.3201066	-0.920258	-1.733553
0.9715608	2.164651	-0.2178289	1.021476	0.6761669	0.6167074	0.5493801	0.8063613	-0.07238472	-1.601938
0.3557142	-0.8807122	-0.01039272	0.1458959	-0.07177781	1.953323	-1.01086	-0.3045801	0.1186225	-1.389661
-0.3415362	1.100393	0.01682897	0.9875174	-0.01426119	1.831518	-0.6544618	-0.0009006385	-0.0459746	-1.249881
-0.08131506	-0.1369185	0.0169358	0.5505854	0.08164789	0.3039429	0.5942627	-0.3840644	-0.1192448	-1.085095
0.1224845	-0.3491081	0.4310821	-1.420188	0.08676144	0.6910112	-0.1684358	0.3000215	-0.1281736	-0.913449
0.1852558	1.003922	0.525178	0.7104329	0.439956	1.951181	-0.3647854	0.2766634	0.3931666	-0.7145973
0.308333	-1.321925	0.5298459	-0.6918921	0.3271145	0.06975042	-0.5373965	-0.4449499	0.3995378	-0.5044053
-0.433944	0.3881993	0.4845553	0.4489633	0.3254622	0.9639735	-0.572354	0.3474136	-0.1596487	-0.492727
0.06124552	1.935252	0.5267204	0.8069025	-0.1807562	1.042704	-0.6759608	0.1111547	-0.7519198	-0.6212342
