-0.5385787	0.5763577	0.3345282	0.3986366	-0.2282633	1.052268	-0.02066899	0.8927449	0.1051744	-0.214783	-0.08969686	0.02795754	0.2211866	0.7734607	3.621087	-0.8485251	0.5523071	0.6363948	-0.2606903	0.0768412	-0.3554874	0.5915328	0.4557078	-0.2826988	0.05476828	1.042914	0.02253674	0.5738636	-0.05942376	0.6191737	-1.144298	0.1411224	0.0850977	-0.01636696	0.3636494	0.1137168	1.208602	-0.4083763	1.288895	2.077404
1.081387	-0.4746521	0.550488	0.4125244	0.05126503	-1.244685	0.2490257	0.1054053	0.221658	-0.2218211	-0.2824107	-0.5026746	-0.4841152	-1.209433	-1.451934	-1.089595	-0.2371516	-0.6008352	-1.023555	0.08004466	-0.7684768	0.730029	-1.039123	0.8763507	-1.8569	0.7586356	0.07142902	-0.3182645	0.3005805	0.4074415	0.3915247	-0.2899715	0.4834635	0.6826102	1.156004	0.1571773	-0.743089	1.063942	-0.9704007	1.785091
-0.7998264	0.2945114	0.2196227	-0.4211701	-0.5060576	0.3763371	-0.3016276	0.1241106	-0.5402744	-0.4538079	0.2084488	-0.6096899	0.05142154	0.5369306	1.115842	-1.290866	-0.3039616	-0.5582902	-0.8150223	-0.67419	-1.247413	0.6928569	-0.4919221	-1.330232	1.580613	-0.4232801	-0.2169337	0.0826947	0.2035946	0.5102962	-0.9014323	-0.4418515	0.6938242	1.567501	0.2727285	-0.5161762	-1.070716	-0.4743318	0.1238898	1.537853
-0.2599177	-0.4689144	-0.05516934	0.01068616	-0.6940693	-1.647946	0.1321918	-0.04797528	-0.6108479	-0.7648872	-0.2847975	0.2902711	0.5414818	-0.2062473	-0.7840467	-1.24586	-2.061846	-0.6348833	-0.4150772	-0.6529293	-1.519248	0.3547994	-0.6305414	-0.8648564	-0.914838	-0.6226445	-0.3486327	0.3366673	-0.6484438	-0.4299616	0.04884853	-1.018342	0.20237	0.9860977	-0.3604187	-0.7824021	0.2494197	-0.2086903	-0.190536	1.43151
-1.27991	0.5619947	-0.8503768	0.2646516	-0.9406432	-1.891133	0.9061863	-0.6843721	-1.2731	-1.224566	1.008738	0.4307666	-0.1540289	0.4028023	1.583664	-0.2549821	-1.765553	-1.007307	0.275357	-0.7448213	-0.9492736	-0.3029801	-0.663969	-1.413215	-0.03820646	-0.8367455	-1.400423	-1.005746	-0.8141087	-0.867402	0.9023948	-0.5827965	-0.9491176	0.6510085	-0.3051519	-1.287402	0.7680332	-1.32189	0.1035944	1.598304
-0.3045127	-0.6008891	-1.22348	-2.211705	-1.401947	1.025757	1.037594	-0.9176127	-1.243192	-1.613836	0.5141534	0.1730355	-0.9101296	-0.6677251	-1.145333	0.5704833	-1.043765	0.4094619	-0.5324033	-1.553291	0.2066129	-0.404063	-0.4035092	-0.8810117	-0.5004745	-2.097778	-2.036728	0.6788008	-1.30219	-1.280886	1.094441	-1.873894	0.7935528	0.3641675	-1.482068	-1.17435	-0.4731544	-0.2219408	-0.4364878	1.094585
-1.436668	-0.9861169	-0.8094497	-0.8173432	-0.7969458	-2.121798	1.159278	-0.7741416	-1.317663	-1.988233	1.316131	-0.218551	-1.455682	-1.308397	-0.7852583	2.618005	-1.66321	-0.5807421	0.377525	-1.62154	0.376194	-0.5368378	-1.560509	-1.253665	-0.5557734	-1.521718	-2.452245	0.2838594	-1.739397	-0.9881159	-0.6040303	-1.875184	1.436393	-0.05380494	-2.009704	-1.261548	-0.1284395	-0.7630472	-0.05997974	0.755271
-0.665589	-0.8481731	-1.327101	-0.7207226	0.4700066	1.169796	1.490471	0.8173352	-1.124001	-2.241628	2.02419	-0.218629	-0.7424938	0.008380573	1.121551	0.463355	-0.5822148	-0.4299106	0.1427839	-2.215001	1.264573	-0.5729614	1.145099	-0.4821566	0.3278139	-0.7101192	-3.596235	-0.3926618	-1.277589	-0.8265145	1.005048	-1.979959	-0.1339618	0.6052475	-2.417385	-0.987401	-0.05810989	-1.437125	2.073876	0.1491711
0.0145411	0.9169567	-0.4018991	2.11592	-0.5685631	0.01674431	0.7091318	-0.8369968	-0.06042871	-2.161959	0.6230665	1.056408	1.553092	0.3890225	-0.3767884	0.7981816	-0.1331898	0.5695304	-0.1911191	-1.677259	1.693141	-0.3205511	-2.102243	-0.07654819	1.636177	-1.421203	-2.343214	0.2819359	0.1413376	0.3570683	1.083601	-1.636686	0.08321263	0.1084172	-1.963278	-0.002086843	0.3858759	0.4164115	-0.7671675	0.0790805
-0.294085	1.088887	-0.002664156	1.507679	0.2477174	-1.719163	-0.5448402	-0.5501005	0.4213269	-1.967313	0.4247783	-0.2171189	0.6733377	1.836106	-0.4484932	-0.8471021	-1.587577	0.02257229	0.6918699	-1.243786	1.725411	-0.5506404	-0.4476028	0.02469639	-0.5444168	-0.7476852	-1.438402	-0.5945285	0.2943849	0.4689787	0.1984883	-0.1773072	0.3860535	0.05247608	-2.273667	0.2766368	0.1085034	0.1130916	-0.2229543	-0.007935536
