-0.5648856	0.5795748	0.3433336	0.3850091	-0.2466789	0.9588425	-0.0433778	0.8737292	0.1009128	-0.2115133	-0.08126375	0.02428855	0.2125085	0.775594	3.559887	-0.8527481	0.5330419	0.636984	-0.2680332	0.07312887
1.083532	-0.4925568	0.5611271	0.4090651	0.03999306	-1.19767	0.2356348	0.0805721	0.2185768	-0.2171669	-0.2819213	-0.5148051	-0.5026441	-1.243106	-1.427701	-1.092444	-0.2585786	-0.6159381	-1.042846	0.07695976
-0.8266036	0.2960372	0.2200574	-0.4363522	-0.5289804	0.3182019	-0.3212964	0.1027267	-0.5607578	-0.4538327	0.223301	-0.617557	0.04713583	0.5409674	1.0471	-1.290008	-0.32804	-0.574608	-0.8205182	-0.6940108
-0.2700371	-0.4831565	-0.06558213	0.0008702866	-0.7119771	-1.623327	0.1300215	-0.06762509	-0.6266616	-0.7690317	-0.2831723	0.3047976	0.5498898	-0.2156785	-0.7772508	-1.22789	-2.098554	-0.6565871	-0.405923	-0.6663811
-1.299243	0.5664912	-0.8771196	0.2565606	-0.9551015	-1.835908	0.9243149	-0.7127385	-1.295628	-1.232367	1.036054	0.4449939	-0.1630724	0.4016812	1.509835	-0.2216696	-1.7687	-1.025316	0.293556	-0.7544756
-0.3040639	-0.6142732	-1.249348	-2.250569	-1.413484	0.9873218	1.050607	-0.9405863	-1.250449	-1.615647	0.5228668	0.1748963	-0.9309153	-0.6790944	-1.12869	0.6049895	-1.019788	0.4206493	-0.5296266	-1.569699
-1.438714	-1.001642	-0.8149639	-0.8046453	-0.7845419	-2.037805	1.164994	-0.7853608	-1.311907	-1.972746	1.333628	-0.2215301	-1.475525	-1.322694	-0.7757001	2.653155	-1.625738	-0.579949	0.3964105	-1.617248
-0.645991	-0.8529253	-1.330596	-0.7083843	0.5014092	1.173413	1.488067	0.8363099	-1.100624	-2.191816	2.032622	-0.2200912	-0.7368436	0.01871053	1.065725	0.4650361	-0.5356436	-0.4206252	0.1593787	-2.188188
0.0365043	0.943596	-0.3833715	2.139956	-0.5497287	0.04125598	0.6845389	-0.8390508	-0.02531244	-2.07159	0.5957082	1.079516	1.585776	0.4072849	-0.3715079	0.787833	-0.08617349	0.597575	-0.181676	-1.613211
-0.2674435	1.106886	0.02396656	1.501305	0.2759615	-1.673619	-0.5766174	-0.5417681	0.4582809	-1.846521	0.3919375	-0.2259394	0.6813675	1.864109	-0.4518151	-0.8463712	-1.521859	0.03648232	0.7102508	-1.166003
-0.4496841	-0.5955267	-0.002197263	-0.6854556	-0.2768013	-2.21142	0.6168721	-0.2414166	-0.118179	-1.717009	-0.3156326	0.03680365	-0.2277367	-0.8829519	-0.6251869	-0.2728015	-3.24883	-1.670627	1.524968	-1.097081
-0.7787744	0.1199953	-0.2832064	0.3350207	-0.6953164	1.028275	0.7092612	-0.4529569	-0.4837988	-1.716462	0.3937876	0.2135696	0.7325327	-0.08433715	-1.069312	0.4961922	-0.2829182	-0.4983235	0.4243328	-0.9559709
-0.3185172	1.034363	-0.1807102	2.079569	-0.5240659	-0.3010073	-0.03382409	-0.5997927	-0.09316268	-1.612039	-0.01340698	0.03459073	1.348799	0.778214	-1.218455	0.5534084	-0.7820254	-0.1680941	0.5608853	-1.187526
0.03098486	-2.857211	0.00707219	-3.415718	0.05451288	2.046695	1.326363	0.3297763	-0.9235902	-1.677913	0.8001475	0.1105495	-2.537699	-2.197594	2.456229	1.916795	1.072982	-0.5892969	0.3306163	-1.290441
0.9841548	2.137055	-0.2170094	0.9906919	0.6872654	0.597031	0.5391723	0.8159746	-0.06420502	-1.549464	-0.01793376	0.8713447	1.275167	1.899433	0.6374743	0.8917003	0.789346	1.221935	-0.05378249	-0.9298815
0.3537896	-0.8565518	-0.008249781	0.1421703	-0.07342866	1.931332	-1.024054	-0.3092674	0.1255159	-1.343674	-0.9368837	0.8638561	0.06707027	-0.5064337	1.004617	-0.0186946	0.5886767	0.1058861	1.511975	-0.5045206
-0.3511456	1.077424	0.01820997	0.9741171	-0.01816198	1.779175	-0.6591432	-0.005675666	-0.0413168	-1.2102	-0.4211137	-0.7197391	-0.1734335	1.172893	-2.210357	0.2258778	0.8527925	-0.5293438	1.912757	-0.3579424
-0.0873464	-0.1487673	0.01825897	0.5403832	0.07883906	0.2764737	0.6027398	-0.3893681	-0.1203671	-1.05408	-0.3174507	0.1015812	0.6991675	-0.4637631	1.241487	0.2483722	-0.3367769	1.155418	-0.3962745	0.08986353
0.1238906	-0.350559	0.4345824	-1.436457	0.08757365	0.6612718	-0.1628743	0.3063091	-0.1290581	-0.8898463	-0.5218729	0.2247238	-1.200996	-0.5812602	1.228522	0.2776156	-0.6528538	-0.5929602	0.2440736	-0.4737704
0.1885216	1.005426	0.5267204	0.7093627	0.4428279	1.932477	-0.3657728	0.2793165	0.3980684	-0.6963643	-0.005681854	-0.0871611	1.934045	1.112793	-1.567752	0.04596344	0.5785624	-0.2591277	0.6773763	-0.1332777
0.3096325	-1.331527	0.5281896	-0.6911889	0.326302	0.05381964	-0.5415699	-0.4493407	0.4018778	-0.4906546	-0.4181118	0.6115918	-1.436561	-0.9120473	-0.2223993	-0.6185368	0.1792367	0.2470351	0.3788663	-0.2879627
-0.4408158	0.3920158	0.4793816	0.4567332	0.3231782	0.9464632	-0.5705205	0.3491661	-0.1645119	-0.4832967	-0.6236214	-0.1375139	0.01410706	0.09438935	-0.7383103	-0.7642683	-0.3435685	-0.2737913	-0.3909876	0.09324545
0.0613563	1.93528	0.5215253	0.8083299	-0.1880556	1.022118	-0.6720665	0.1109725	-0.76095	-0.615568	-0.4140791	0.2616184	1.075435	1.484213	-0.9418134	-0.9200658	0.3067405	0.1079063	-0.932146	0.1010625
-0.2421625	-1.35258	0.5230701	0.6153659	0.05497817	0.657212	-0.226758	-0.8709184	0.1251475	-0.4452732	0.002243327	-0.2009416	0.1009363	-0.9215778	-1.01831	-0.85619	-0.3505304	0.5566792	-0.4315409	-0.272248
0.5745867	-0.9568347	0.4774712	-3.433712	0.5544128	1.31558	0.1186426	0.3251674	0.1057462	-0.3670587	-0.7264011	0.2773273	-2.20649	-0.874424	1.792588	-0.279525	0.3882342	0.1585872	0.1340747	0.1845894
-0.7128657	0.8741995	0.4488354	1.923902	-0.7508178	-1.103912	-0.4427126	-0.5635462	-0.1035004	-0.4100687	-0.3064543	-1.633631	1.05155	0.9395505	-1.919101	-0.7889841	-0.3716859	1.006225	1.076822	-0.2216302
-0.8033615	0.08669812	0.3356307	-0.6216561	-0.5219971	-0.1295538	-0.1348348	-0.4143014	-0.2407597	-0.4531705	0.007778608	-1.043709	-0.8157163	-0.2693886	-1.709003	-1.52745	-0.2448899	-0.3586584	0.692851	-0.3533836
0.02154979	-3.151049	-0.01165882	-1.754964	0.03473607	0.4928456	1.309212	0.1153608	-0.3397764	-0.4935181	-0.620604	-0.9783957	-0.999647	-2.852498	2.796354	0.1504287	0.9876953	-0.5466211	0.6198586	-0.4380757
-0.7063007	3.159247	-0.001415773	2.324163	0.09526135	-0.1901403	-0.1921928	-0.4846976	0.07380102	-0.4485399	0.2209441	-0.86292	2.712747	3.507325	1.662929	-1.015744	0.1483607	0.09739867	0.5350301	-0.1807541
-0.3040861	0.3251263	-0.01851199	1.516677	-0.1758679	-0.5320433	-0.0952584	-1.036261	0.2890586	-0.3344742	0.009910553	-0.08236879	0.3709698	-0.4178228	-2.271129	-0.5106377	0.6840391	0.3343882	0.4437257	-0.4521416
-0.3383008	-1.11374	-0.1929922	-2.317534	-0.2590441	-0.6529458	0.2598531	-0.4717218	-0.3076573	-0.4079954	0.5371819	-1.422946	-1.4674	-0.7579419	-0.9119987	-0.6750442	0.005521927	-0.2440615	0.4856414	-0.8486011
-0.2606482	1.303703	-0.6040611	1.21013	-0.1565527	-1.857709	-0.7502741	-0.882831	-0.2885677	-0.4348149	0.4295476	-1.194376	2.031137	1.270757	-0.6538626	-1.080041	0.09425631	-0.9650844	0.3152226	-0.6302642
-1.675518	-0.3270711	-1.36833	1.021739	-1.390414	-2.93398	0.1378475	-1.697516	-0.7144872	-0.5722064	0.6400636	-1.081977	-0.806036	-0.4448661	-0.6861539	-0.529693	-1.768894	-1.219153	-0.7686652	-0.8831879
-0.3585703	0.4688074	-1.121709	2.042991	-1.02816	-2.525218	-0.229111	-1.04707	-1.419126	-0.9083011	1.061733	-0.5946331	0.7325929	0.5719541	-2.278176	-0.3175673	0.2341486	0.4620764	-0.05384919	-1.623026
-1.621114	0.517258	-0.1455771	-3.004851	-2.899853	-3.017263	-0.8831082	-2.393378	-2.588031	-1.479773	2.116076	-1.882089	-0.1392229	0.01337395	-1.436889	0.555248	-1.519727	-0.04398648	-0.9994277	-1.94522
-3.562771	-8.614504	-1.47111	-9.985198	-3.865257	-4.155464	4.555569	-2.621378	-3.175737	-2.385098	2.717415	-3.104194	-8.34665	-7.853899	4.488921	6.968925	-5.349482	-1.246373	-4.665078	-3.193658
-2.221006	3.130684	-0.3189378	4.061705	-2.949162	-1.906625	2.798163	-1.548765	-3.94791	-3.314761	4.315667	-2.663774	3.002234	2.486372	-3.245113	2.420005	-1.355896	-1.047164	-2.053525	-4.062163
-1.060906	2.289489	0.0116098	3.321411	-1.749009	0.09561994	-0.03110021	-1.793714	-2.091603	-3.543638	3.025242	0.2501162	2.537367	2.807819	2.201906	1.792113	1.067439	1.195726	1.911822	-3.395726
-0.4744876	0.600367	-0.009068845	0.2210587	0.5160984	0.87324	-1.039059	-0.2134209	0.494517	-3.107794	0.9102817	1.171872	0.3196217	0.6280486	-0.7808861	0.6454692	1.322679	0.4254893	1.419515	-2.111059
0.3627313	-0.14864	-0.0229164	0.1389524	0.3496041	-0.3910058	-0.8122222	-1.409617	0.5315535	-2.735048	0.8090463	-0.3574982	0.7013173	0.2131465	-0.7269078	0.1695967	1.222761	-0.1086175	-0.03027638	-1.459374
-0.4522106	-1.159792	0.02902315	0.6224641	0.2485122	0.1065261	-0.7165229	-0.4828619	0.7583007	-2.387712	-0.3616914	1.038473	-0.3155751	-1.134216	-1.568227	0.2031108	0.2670357	0.5352925	-1.023202	-1.005751
0.1636554	-0.3592365	0.0775309	-0.9331418	0.9110602	-1.269986	0.3496499	-0.05358338	0.7540447	-1.935627	-0.6531755	-0.2514648	-1.229191	-0.5985543	1.11528	0.6154824	-0.1371299	-0.4609338	-0.9959667	0.0931397
-0.04829458	0.6118425	0.007890462	-0.5302778	0.4791535	0.8837398	0.01595047	-0.1901739	0.3711206	-1.695964	-0.553067	-0.3848379	0.2454903	0.1685964	-0.2877207	0.9438379	-0.7330271	-1.442022	0.9984272	-0.802616
-0.3187335	0.9557442	0.01477065	0.8700416	0.05962003	0.7939601	-0.1759136	-0.2439113	-0.1985436	-1.572607	0.03520567	-0.7176223	1.367687	1.131143	-0.8634821	1.908529	1.408514	0.1722326	0.504401	-0.3183517
-1.177483	0.4694731	-0.01670256	1.260017	0.1125187	0.04196685	-0.4277076	-0.5815881	-0.06338902	-1.406058	-1.435489	0.8853356	0.5840831	0.7003774	0.5077565	1.264141	0.9769563	1.243669	0.3844497	-0.3208812
-0.06658078	0.1207434	-0.05174799	-0.1261311	-0.6344564	-0.4597695	0.08195581	-0.8731188	-0.1572305	-1.379986	0.04224169	-0.1065493	-0.4597888	0.2868074	-2.802356	1.202694	0.1194924	-0.5066264	0.4869852	0.1609778
