0.2682002	0.2321808	-0.2074363	-0.7181514	0.7955114	2.256001	0.8900523	0.3569982	0.108714	-0.3573174
-0.7338476	-0.329873	-0.006727389	-0.1058455	-0.8502661	-2.558692	-1.456813	-0.6696097	0.06043035	-0.265282
-0.3478307	-0.02123015	-0.04311711	-0.413169	0.05916854	0.2607731	1.066536	0.004093322	-0.2987921	-0.2784408
-0.3259331	-0.5775169	0.04841003	0.03099074	0.05538327	0.4100825	0.08961793	0.2672631	-0.1361602	-0.2908082
0.5072517	0.7920952	-0.06503458	0.5708189	0.1115402	-0.1045207	0.1731653	0.01207966	0.3733143	-0.09746853
0.1802866	-0.7275381	0.195391	0.8746829	-0.5832971	-1.668915	-0.3957528	0.2940918	0.2631583	-0.004995528
0.4730034	0.1363184	0.6453381	0.3665371	-0.3810634	-0.9034879	-0.01415457	-0.2075146	0.5625314	0.2366769
-0.2783939	0.7879681	0.4861967	0.6900232	0.0427504	0.2530293	-0.3450591	-0.2169782	0.2521115	0.3104322
0.3469088	-0.773103	0.6082246	1.01782	-0.01725192	-0.5336869	-0.1068889	0.1422728	0.6448983	0.5315789
-0.5913605	0.3332621	0.5758593	0.9048008	-0.02620546	-0.07235938	0.2286452	-0.9519216	0.2509673	0.5663009
-0.6874417	0.1785422	0.1809432	0.219449	-0.2703575	-0.4989417	1.23548	-0.07135395	-0.2741134	0.3888307
-0.03106549	-0.7113412	-0.2145413	0.2019798	0.3474241	1.119535	1.256355	-0.01301369	0.08247851	0.3093286
-0.1171365	0.08551487	-0.08609549	0.01292147	-0.2872499	-1.101846	-1.191549	-0.2707179	0.01616135	0.2466695
-0.1315303	0.762027	-0.3450846	-0.6347647	-0.03106667	-0.2413833	0.4109265	0.007449332	-0.04843495	0.0683415
0.8379311	-0.07586027	-0.1313101	1.368782	0.01111556	0.496074	-0.03319735	0.2894473	0.6442542	0.1666018
0.005214807	-0.6455398	0.03777741	0.5867616	-0.5732238	-1.73419	-0.3959396	-0.3215586	0.2845239	0.2095642
0.3582384	0.6571225	-0.04421502	-1.782048	0.03400715	-0.2595448	0.3025703	-0.06886086	0.3153978	0.1676735
-0.07244839	-0.5982008	-0.02047658	0.4469454	0.4326736	1.303814	0.06950847	0.2891409	0.6227956	0.26951
0.7208009	-0.8747523	0.2116121	-0.2422345	-0.4206187	-0.774897	-0.08441615	-0.5694154	0.4185954	0.2774489
0.4345106	0.610876	-0.007652793	0.02437553	0.6691536	1.991982	0.6620158	1.040823	0.8430588	0.3881475
-0.1093271	0.07845927	-0.04155251	-0.2815962	0.2648019	0.1883378	-0.04828294	0.2150558	0.941104	0.4867808
0.2903435	-0.7692134	-0.004180525	-1.969531	-0.09556652	-0.1478389	0.5087748	0.3077496	0.1518174	0.3559195
